CustomerID,Age,Gender,Location,ProductType,PurchaseCount,TotalSpend,AveragePurchaseValue,EngagementScore,FollowDuration,PreferredChannel,CustomerCost,CustomerProfitabilityScore,ROAS,ROI,RFMScore,AverageRFM,Persona,OperatingExpenses,AdditionalCosts,GrossProfit,GrossProfitMargin,OperatingProfit,OperatingProfitMargin,NetProfit,NetProfitMargin,CLTV,LastPurchaseDate,SubscriptionStartDate,SubscriptionEndDate,IsActive,MarketingSpend,ProductCost,SalesRevenue,CustomerAcquisitionDate,CustomerExitDate,CustomerRetentionPeriod,CPA,NumberOfTransactions,CompletionRate
505,20,Female,Middle East,Ring,2,538,269,6.937212456,23,LinkedIn,369,169,5.38,0.45799458,112,1.333333333,Standard,107.6,53.8,269,50,161.4,30,107.6,20,1614,02/01/2023,02/07/2022,,TRUE,55.27652579,269,538,22/10/2021,,14.56666667,55.27652579,2,0.6
506,18,Other,North America,Necklace,7,1267,181,4.978300788,2,Facebook,733.5,533.5,12.67,0.727334697,544,4.333333333,Premium,253.4,126.7,633.5,50,380.1,30,253.4,20,3801,07/11/2023,20/08/2022,,TRUE,119.2011256,633.5,1267,19/07/2022,,15.86666667,119.2011256,7,0.6
507,50,Male,Europe,Ring,8,1041,130.125,6.834101219,20,LinkedIn,620.5,420.5,10.41,0.677679291,243,3,Engaged,208.2,104.1,520.5,50,312.3,30,208.2,20,3123,31/05/2023,13/06/2022,,TRUE,95.79289944,520.5,1041,08/05/2021,,25.1,95.79289944,8,0.6
508,57,Female,Asia,Ring,8,929,116.125,1.553016611,8,LinkedIn,564.5,364.5,9.29,0.645704163,443,3.666666667,Engaged,185.8,92.9,464.5,50,278.7,30,185.8,20,2787,24/09/2022,03/10/2022,12/06/2023,FALSE,72.6521626,464.5,929,17/10/2020,12/06/2023,23.56666667,72.6521626,8,0.6
509,27,Other,Europe,Ring,4,1870,467.5,8.323510094,23,Facebook,1035,835,18.7,0.806763285,125,2.666666667,Engaged,374,187,935,50,561,30,374,20,5610,22/05/2022,12/04/2022,,TRUE,111.3970306,935,1870,23/12/2020,,17.16666667,111.3970306,4,0.6
510,60,Other,Europe,Bracelet,1,618,618,9.464535576,7,LinkedIn,409,209,6.18,0.511002445,412,2.333333333,Engaged,123.6,61.8,309,50,185.4,30,123.6,20,1854,17/10/2023,29/09/2022,,TRUE,75.28581183,309,618,28/12/2020,,34.1,75.28581183,1,0.6
511,61,Male,Europe,Necklace,7,1075,153.5714286,6.838888475,8,Instagram,637.5,437.5,10.75,0.68627451,443,3.666666667,Engaged,215,107.5,537.5,50,322.5,30,215,20,3225,19/01/2023,29/08/2022,,TRUE,107.7631754,537.5,1075,06/04/2022,,9.6,107.7631754,7,0.6
512,46,Female,Asia,Ring,1,1168,1168,9.59109336,1,LinkedIn,684,484,11.68,0.707602339,513,3,Engaged,233.6,116.8,584,50,350.4,30,233.6,20,3504,11/05/2023,07/08/2022,,TRUE,85.9208747,584,1168,12/10/2021,,19.2,85.9208747,1,0.6
513,30,Other,Middle East,Earrings,4,1054,263.5,2.362890829,21,LinkedIn,627,427,10.54,0.681020734,123,2,Engaged,210.8,105.4,527,50,316.2,30,210.8,20,3162,21/04/2022,14/09/2022,,TRUE,132.3552227,527,1054,26/05/2021,,11,132.3552227,4,0.6
514,29,Male,Europe,Earrings,8,1362,170.25,5.296745705,2,Instagram,781,581,13.62,0.743918054,544,4.333333333,Premium,272.4,136.2,681,50,408.6,30,272.4,20,4086,07/12/2023,16/06/2022,14/05/2023,FALSE,132.0696161,681,1362,15/05/2021,14/05/2023,31.2,132.0696161,8,0.6
515,48,Other,Europe,Earrings,2,1051,525.5,6.416260606,18,Facebook,625.5,425.5,10.51,0.680255795,213,2,Engaged,210.2,105.1,525.5,50,315.3,30,210.2,20,3153,05/02/2023,02/09/2022,,TRUE,97.73503981,525.5,1051,24/11/2021,,14.6,97.73503981,2,0.6
516,63,Female,North America,Earrings,6,1043,173.8333333,6.235629827,15,Instagram,621.5,421.5,10.43,0.678197908,333,3,Engaged,208.6,104.3,521.5,50,312.9,30,208.6,20,3129,18/12/2022,16/05/2022,24/12/2023,FALSE,85.08191093,521.5,1043,04/06/2021,24/12/2023,18.73333333,85.08191093,6,0.6
517,19,Other,Asia,Bracelet,6,254,42.33333333,4.613156012,1,LinkedIn,227,27,2.54,0.118942731,531,3,Engaged,50.8,25.4,127,50,76.2,30,50.8,20,762,21/08/2023,09/09/2022,,TRUE,86.25597966,127,254,22/06/2021,,26.33333333,86.25597966,6,0.6
518,52,Other,Europe,Ring,9,1304,144.8888889,4.042759684,5,Facebook,752,552,13.04,0.734042553,554,4.666666667,Premium,260.8,130.4,652,50,391.2,30,260.8,20,3912,14/05/2022,02/10/2022,,TRUE,130.5714526,652,1304,31/05/2022,,-0.566666667,130.5714526,9,0.6
519,40,Other,Asia,Necklace,5,1338,267.6,2.141416203,2,LinkedIn,769,569,13.38,0.739921977,534,4,Premium,267.6,133.8,669,50,401.4,30,267.6,20,4014,05/04/2024,21/06/2022,,TRUE,82.81794828,669,1338,29/04/2022,,23.56666667,82.81794828,5,0.6
520,34,Other,Europe,Ring,4,187,46.75,4.525682055,20,LinkedIn,193.5,-6.5,1.87,-0.033591731,221,1.666666667,Standard,37.4,18.7,93.5,50,56.1,30,37.4,20,561,08/07/2022,30/08/2022,04/01/2024,FALSE,70.90593737,93.5,187,11/11/2020,04/01/2024,20.13333333,70.90593737,4,0.6
521,43,Male,Middle East,Bracelet,5,1379,275.8,2.463947336,3,Instagram,789.5,589.5,13.79,0.746675111,534,4,Premium,275.8,137.9,689.5,50,413.7,30,275.8,20,4137,05/12/2023,28/05/2022,,TRUE,58.46883419,689.5,1379,05/07/2020,,41.6,58.46883419,5,0.6
522,25,Male,Middle East,Earrings,5,1634,326.8,7.609291088,19,Instagram,917,717,16.34,0.781897492,235,3.333333333,Engaged,326.8,163.4,817,50,490.2,30,326.8,20,4902,02/12/2023,08/08/2022,08/02/2023,FALSE,96.66931209,817,1634,21/05/2022,08/02/2023,18.66666667,96.66931209,5,0.6
523,46,Female,Europe,Bracelet,8,1196,149.5,2.879478419,18,Facebook,698,498,11.96,0.713467049,243,3,Engaged,239.2,119.6,598,50,358.8,30,239.2,20,3588,01/06/2023,06/07/2022,,TRUE,98.21320989,598,1196,21/01/2021,,28.7,98.21320989,8,0.6
524,43,Male,Middle East,Ring,8,1030,128.75,1.527087748,22,Facebook,615,415,10.3,0.674796748,143,2.666666667,Engaged,206,103,515,50,309,30,206,20,3090,02/08/2022,27/08/2022,,TRUE,134.090871,515,1030,18/03/2021,,16.73333333,134.090871,8,0.6
525,27,Male,Europe,Necklace,2,278,139,5.97129524,18,Facebook,239,39,2.78,0.163179916,211,1.333333333,Standard,55.6,27.8,139,50,83.4,30,55.6,20,834,17/12/2023,16/05/2022,,TRUE,72.12386964,139,278,17/05/2021,,31.46666667,72.12386964,2,0.6
526,43,Female,Middle East,Bracelet,7,311,44.42857143,6.357067594,14,LinkedIn,255.5,55.5,3.11,0.217221135,341,2.666666667,Engaged,62.2,31.1,155.5,50,93.3,30,62.2,20,933,22/10/2022,09/06/2022,,TRUE,88.09912737,155.5,311,21/02/2022,,8.1,88.09912737,7,0.6
527,51,Male,North America,Necklace,8,1928,241,8.847217552,24,Instagram,1064,864,19.28,0.812030075,145,3.333333333,Engaged,385.6,192.8,964,50,578.4,30,385.6,20,5784,23/08/2023,27/09/2022,,TRUE,130.8405739,964,1928,24/01/2021,,31.36666667,130.8405739,8,0.6
528,58,Male,North America,Bracelet,6,1357,226.1666667,6.192834512,8,Instagram,778.5,578.5,13.57,0.743095697,434,3.666666667,Engaged,271.4,135.7,678.5,50,407.1,30,271.4,20,4071,26/12/2023,11/08/2022,,TRUE,132.3623611,678.5,1357,16/06/2022,,18.6,132.3623611,6,0.6
529,24,Female,North America,Necklace,5,564,112.8,4.109327684,12,Instagram,382,182,5.64,0.476439791,332,2.666666667,Engaged,112.8,56.4,282,50,169.2,30,112.8,20,1692,15/08/2023,18/05/2022,,TRUE,88.4611076,282,564,22/07/2021,,25.13333333,88.4611076,5,0.6
530,21,Female,Asia,Necklace,9,1874,208.2222222,8.227106934,21,Facebook,1037,837,18.74,0.807135969,155,3.666666667,Engaged,374.8,187.4,937,50,562.2,30,374.8,20,5622,23/06/2022,11/06/2022,,TRUE,95.91240233,937,1874,28/10/2020,,20.1,95.91240233,9,0.6
531,62,Female,Asia,Earrings,3,1346,448.6666667,5.862510039,10,Instagram,773,573,13.46,0.741267788,424,3.333333333,Engaged,269.2,134.6,673,50,403.8,30,269.2,20,4038,27/05/2023,25/05/2022,,TRUE,80.32858908,673,1346,22/08/2021,,21.43333333,80.32858908,3,0.6
532,28,Other,North America,Necklace,4,730,182.5,1.713522562,23,Instagram,465,265,7.3,0.569892473,122,1.666666667,Standard,146,73,365,50,219,30,146,20,2190,20/04/2023,06/07/2022,,TRUE,143.2554878,365,730,24/10/2020,,30.26666667,143.2554878,4,0.6
533,46,Other,Asia,Earrings,9,924,102.6666667,6.092655043,20,Instagram,562,362,9.24,0.644128114,253,3.333333333,Engaged,184.8,92.4,462,50,277.2,30,184.8,20,2772,03/06/2023,20/04/2022,,TRUE,61.86437657,462,924,28/02/2021,,27.5,61.86437657,9,0.6
534,53,Female,Middle East,Ring,6,1387,231.1666667,9.172166909,17,Facebook,793.5,593.5,13.87,0.747952111,234,3,Engaged,277.4,138.7,693.5,50,416.1,30,277.4,20,4161,07/04/2024,10/06/2022,04/04/2023,FALSE,143.3749423,693.5,1387,30/10/2020,04/04/2023,41.83333333,143.3749423,6,0.6
535,42,Female,Europe,Ring,8,1330,166.25,4.566813629,11,Instagram,765,565,13.3,0.738562092,444,4,Premium,266,133,665,50,399,30,266,20,3990,11/01/2023,25/06/2022,04/10/2023,FALSE,118.3866452,665,1330,31/05/2021,04/10/2023,19.66666667,118.3866452,8,0.6
536,38,Female,Europe,Earrings,7,706,100.8571429,3.666932217,2,Facebook,453,253,7.06,0.558498896,542,3.666666667,Engaged,141.2,70.6,353,50,211.8,30,141.2,20,2118,14/02/2024,09/09/2022,,TRUE,103.1572153,353,706,10/04/2021,,34.66666667,103.1572153,7,0.6
537,53,Other,Europe,Earrings,2,984,492,2.291225113,4,Instagram,592,392,9.84,0.662162162,513,3,Engaged,196.8,98.4,492,50,295.2,30,196.8,20,2952,08/05/2023,31/05/2022,,TRUE,53.26590608,492,984,15/05/2021,,24.1,53.26590608,2,0.6
538,27,Other,North America,Bracelet,3,1857,619,2.363009697,1,Instagram,1028.5,828.5,18.57,0.805542052,525,4,Premium,371.4,185.7,928.5,50,557.1,30,371.4,20,5571,10/07/2023,13/04/2022,,TRUE,97.55961918,928.5,1857,02/07/2021,,24.6,97.55961918,3,0.6
539,54,Male,Asia,Bracelet,1,465,465,4.894943359,15,Instagram,332.5,132.5,4.65,0.398496241,311,1.666666667,Standard,93,46.5,232.5,50,139.5,30,93,20,1395,18/10/2022,07/06/2022,,TRUE,90.7748105,232.5,465,29/09/2021,,12.8,90.7748105,1,0.6
540,26,Male,Middle East,Bracelet,9,375,41.66666667,6.361118417,13,Facebook,287.5,87.5,3.75,0.304347826,351,3,Engaged,75,37.5,187.5,50,112.5,30,75,20,1125,27/02/2024,20/06/2022,27/01/2024,FALSE,66.1218812,187.5,375,21/05/2022,27/01/2024,21.56666667,66.1218812,9,0.6
541,41,Female,Middle East,Ring,7,479,68.42857143,1.725538647,8,Facebook,339.5,139.5,4.79,0.41089838,441,3,Engaged,95.8,47.9,239.5,50,143.7,30,95.8,20,1437,17/07/2022,04/09/2022,,TRUE,115.6409604,239.5,479,06/02/2021,,17.53333333,115.6409604,7,0.6
542,52,Other,North America,Bracelet,1,1866,1866,9.456117301,4,Instagram,1033,833,18.66,0.806389158,515,3.666666667,Engaged,373.2,186.6,933,50,559.8,30,373.2,20,5598,09/10/2023,11/07/2022,,TRUE,147.1150907,933,1866,23/03/2021,,31,147.1150907,1,0.6
543,52,Other,Middle East,Necklace,3,1432,477.3333333,7.796202557,10,LinkedIn,816,616,14.32,0.754901961,424,3.333333333,Engaged,286.4,143.2,716,50,429.6,30,286.4,20,4296,14/07/2022,11/06/2022,,TRUE,106.2188811,716,1432,23/02/2022,,4.7,106.2188811,3,0.6
544,53,Other,Middle East,Necklace,4,1754,438.5,6.279615265,19,Facebook,977,777,17.54,0.795291709,225,3,Engaged,350.8,175.4,877,50,526.2,30,350.8,20,5262,02/02/2024,02/06/2022,15/02/2023,FALSE,121.4753276,877,1754,10/09/2021,15/02/2023,29.16666667,121.4753276,4,0.6
545,35,Female,Middle East,Bracelet,4,1391,347.75,8.455948038,18,Facebook,795.5,595.5,13.91,0.748585795,224,2.666666667,Engaged,278.2,139.1,695.5,50,417.3,30,278.2,20,4173,01/02/2024,04/08/2022,30/08/2023,FALSE,56.84504526,695.5,1391,06/08/2021,30/08/2023,30.3,56.84504526,4,0.6
546,56,Male,Middle East,Necklace,5,1044,208.8,1.721680811,5,Instagram,622,422,10.44,0.678456592,533,3.666666667,Engaged,208.8,104.4,522,50,313.2,30,208.8,20,3132,16/10/2022,28/07/2022,,TRUE,91.76669958,522,1044,15/07/2021,,15.26666667,91.76669958,5,0.6
547,49,Female,Asia,Ring,3,1908,636,5.2915499,19,LinkedIn,1054,854,19.08,0.810246679,225,3,Engaged,381.6,190.8,954,50,572.4,30,381.6,20,5724,16/05/2022,22/06/2022,18/03/2023,FALSE,61.63584852,954,1908,15/02/2022,18/03/2023,3,61.63584852,3,0.6
548,41,Male,Middle East,Necklace,3,1187,395.6666667,6.670838142,23,Instagram,693.5,493.5,11.87,0.711607787,123,2,Engaged,237.4,118.7,593.5,50,356.1,30,237.4,20,3561,13/04/2023,25/07/2022,,TRUE,111.2795836,593.5,1187,05/04/2022,,12.43333333,111.2795836,3,0.6
549,40,Male,Europe,Ring,1,909,909,8.457876155,22,Facebook,554.5,354.5,9.09,0.639314698,113,1.666666667,Standard,181.8,90.9,454.5,50,272.7,30,181.8,20,2727,04/03/2024,05/06/2022,,TRUE,143.8482158,454.5,909,21/12/2020,,38.96666667,143.8482158,1,0.6
550,49,Female,North America,Earrings,7,1473,210.4285714,8.05122604,16,Facebook,836.5,636.5,14.73,0.760908548,344,3.666666667,Engaged,294.6,147.3,736.5,50,441.9,30,294.6,20,4419,16/09/2023,25/09/2022,,TRUE,116.1777732,736.5,1473,07/05/2021,,28.73333333,116.1777732,7,0.6
551,54,Male,Asia,Earrings,1,1024,1024,3.493623247,1,Instagram,612,412,10.24,0.673202614,513,3,Engaged,204.8,102.4,512,50,307.2,30,204.8,20,3072,13/01/2023,12/04/2022,,TRUE,57.68030483,512,1024,10/09/2020,,28.5,57.68030483,1,0.6
552,29,Male,Middle East,Earrings,2,593,296.5,9.467921526,12,Instagram,396.5,196.5,5.93,0.495586381,312,2,Engaged,118.6,59.3,296.5,50,177.9,30,118.6,20,1779,12/11/2022,07/08/2022,,TRUE,85.4666205,296.5,593,25/06/2022,,4.666666667,85.4666205,2,0.6
553,30,Other,Asia,Earrings,4,1646,411.5,2.119112573,24,LinkedIn,923,723,16.46,0.783315276,125,2.666666667,Engaged,329.2,164.6,823,50,493.8,30,329.2,20,4938,07/01/2023,15/04/2022,15/10/2022,FALSE,105.0663379,823,1646,18/02/2021,15/10/2022,22.93333333,105.0663379,4,0.6
554,40,Male,Middle East,Necklace,4,1221,305.25,8.876202568,2,LinkedIn,710.5,510.5,12.21,0.718508093,523,3.333333333,Engaged,244.2,122.1,610.5,50,366.3,30,244.2,20,3663,10/06/2022,14/04/2022,,TRUE,90.32077561,610.5,1221,03/04/2021,,14.43333333,90.32077561,4,0.6
555,42,Female,Europe,Bracelet,5,1194,238.8,9.738462246,21,Facebook,697,497,11.94,0.713055954,133,2.333333333,Engaged,238.8,119.4,597,50,358.2,30,238.8,20,3582,26/11/2023,14/04/2022,,TRUE,133.364401,597,1194,10/05/2021,,31,133.364401,5,0.6
556,52,Female,North America,Necklace,2,463,231.5,2.594381709,8,LinkedIn,331.5,131.5,4.63,0.39668175,411,2,Engaged,92.6,46.3,231.5,50,138.9,30,92.6,20,1389,07/04/2024,02/06/2022,,TRUE,131.4671005,231.5,463,13/04/2021,,36.33333333,131.4671005,2,0.6
557,58,Male,Middle East,Ring,4,669,167.25,7.498594578,18,LinkedIn,434.5,234.5,6.69,0.539700806,222,2,Engaged,133.8,66.9,334.5,50,200.7,30,133.8,20,2007,17/03/2023,26/05/2022,17/10/2023,FALSE,111.183102,334.5,669,30/09/2021,17/10/2023,17.76666667,111.183102,4,0.6
558,47,Other,Middle East,Necklace,1,1925,1925,1.362569669,16,Facebook,1062.5,862.5,19.25,0.811764706,315,3,Engaged,385,192.5,962.5,50,577.5,30,385,20,5775,11/05/2023,03/10/2022,,TRUE,87.34579451,962.5,1925,12/09/2021,,20.2,87.34579451,1,0.6
559,34,Other,Middle East,Necklace,2,862,431,4.648805426,5,Facebook,531,331,8.62,0.623352166,512,2.666666667,Engaged,172.4,86.2,431,50,258.6,30,172.4,20,2586,08/03/2024,18/04/2022,,TRUE,75.53363738,431,862,27/07/2020,,44,75.53363738,2,0.6
560,37,Male,Middle East,Ring,1,375,375,5.646549693,22,Facebook,287.5,87.5,3.75,0.304347826,111,1,Standard,75,37.5,187.5,50,112.5,30,75,20,1125,28/04/2022,17/07/2022,,TRUE,60.58743182,187.5,375,27/11/2020,,17.23333333,60.58743182,1,0.6
561,42,Male,North America,Earrings,4,149,37.25,6.225807033,13,Facebook,174.5,-25.5,1.49,-0.146131805,321,2,Engaged,29.8,14.9,74.5,50,44.7,30,29.8,20,447,03/10/2022,29/04/2022,,TRUE,85.48976835,74.5,149,27/12/2021,,9.333333333,85.48976835,4,0.6
562,39,Female,North America,Earrings,4,1481,370.25,9.423435234,19,Instagram,840.5,640.5,14.81,0.762046401,224,2.666666667,Engaged,296.2,148.1,740.5,50,444.3,30,296.2,20,4443,12/12/2023,09/08/2022,,TRUE,91.31725172,740.5,1481,09/04/2022,,20.4,91.31725172,4,0.6
563,30,Male,Europe,Earrings,7,827,118.1428571,7.050256186,3,Facebook,513.5,313.5,8.27,0.610516066,542,3.666666667,Engaged,165.4,82.7,413.5,50,248.1,30,165.4,20,2481,10/05/2023,09/06/2022,,TRUE,117.5822925,413.5,827,05/06/2021,,23.46666667,117.5822925,7,0.6
564,36,Other,North America,Bracelet,9,1005,111.6666667,5.331501561,8,Facebook,602.5,402.5,10.05,0.668049793,453,4,Premium,201,100.5,502.5,50,301.5,30,201,20,3015,28/06/2023,10/08/2022,,TRUE,115.8159824,502.5,1005,22/11/2020,,31.6,115.8159824,9,0.6
565,53,Male,Middle East,Ring,9,1027,114.1111111,8.287075326,12,Facebook,613.5,413.5,10.27,0.67400163,353,3.666666667,Engaged,205.4,102.7,513.5,50,308.1,30,205.4,20,3081,28/11/2022,19/09/2022,,TRUE,57.01081396,513.5,1027,02/06/2021,,18.13333333,57.01081396,9,0.6
566,29,Female,Europe,Ring,5,663,132.6,9.554795389,2,LinkedIn,431.5,231.5,6.63,0.536500579,532,3.333333333,Engaged,132.6,66.3,331.5,50,198.9,30,132.6,20,1989,24/06/2022,04/10/2022,,TRUE,89.52593154,331.5,663,14/08/2022,,-1.7,89.52593154,5,0.6
567,58,Female,Europe,Necklace,1,882,882,1.198595338,11,Facebook,541,341,8.82,0.630314233,412,2.333333333,Engaged,176.4,88.2,441,50,264.6,30,176.4,20,2646,30/12/2022,30/06/2022,,TRUE,68.17788672,441,882,14/08/2021,,16.76666667,68.17788672,1,0.6
568,36,Female,Europe,Bracelet,1,584,584,9.84269145,12,Instagram,392,192,5.84,0.489795918,312,2,Engaged,116.8,58.4,292,50,175.2,30,116.8,20,1752,08/07/2023,10/06/2022,,TRUE,65.68127053,292,584,12/01/2021,,30.23333333,65.68127053,1,0.6
569,29,Female,Middle East,Earrings,6,1207,201.1666667,1.775189252,18,Instagram,703.5,503.5,12.07,0.715707178,233,2.666666667,Engaged,241.4,120.7,603.5,50,362.1,30,241.4,20,3621,27/03/2024,01/09/2022,,TRUE,132.730215,603.5,1207,01/10/2021,,30.26666667,132.730215,6,0.6
570,26,Female,Asia,Bracelet,2,1928,964,8.329481013,13,Facebook,1064,864,19.28,0.812030075,315,3,Engaged,385.6,192.8,964,50,578.4,30,385.6,20,5784,28/04/2023,12/04/2022,05/05/2023,FALSE,54.19152167,964,1928,18/06/2020,05/05/2023,34.8,54.19152167,2,0.6
571,24,Male,Middle East,Ring,8,1761,220.125,3.523012773,5,Instagram,980.5,780.5,17.61,0.796022438,545,4.666666667,Premium,352.2,176.1,880.5,50,528.3,30,352.2,20,5283,25/10/2023,16/09/2022,,TRUE,91.91828759,880.5,1761,12/04/2022,,18.7,91.91828759,8,0.6
572,45,Male,North America,Ring,9,1931,214.5555556,2.18961692,22,LinkedIn,1065.5,865.5,19.31,0.812294697,155,3.666666667,Engaged,386.2,193.1,965.5,50,579.3,30,386.2,20,5793,28/08/2023,22/04/2022,11/06/2023,FALSE,66.82036558,965.5,1931,07/07/2020,11/06/2023,38.23333333,66.82036558,9,0.6
573,31,Male,North America,Necklace,4,683,170.75,4.958700757,12,Facebook,441.5,241.5,6.83,0.546998867,322,2.333333333,Engaged,136.6,68.3,341.5,50,204.9,30,136.6,20,2049,11/04/2023,07/08/2022,,TRUE,137.9330216,341.5,683,09/10/2021,,18.3,137.9330216,4,0.6
574,48,Male,Middle East,Necklace,5,1419,283.8,6.795609215,2,Instagram,809.5,609.5,14.19,0.75293391,534,4,Premium,283.8,141.9,709.5,50,425.7,30,283.8,20,4257,31/08/2022,12/08/2022,,TRUE,105.7040513,709.5,1419,28/04/2021,,16.33333333,105.7040513,5,0.6
575,36,Female,Middle East,Ring,8,335,41.875,4.428566605,5,Instagram,267.5,67.5,3.35,0.252336449,541,3.333333333,Engaged,67,33.5,167.5,50,100.5,30,67,20,1005,17/06/2022,07/07/2022,,TRUE,73.13806364,167.5,335,21/01/2021,,17.06666667,73.13806364,8,0.6
576,64,Other,Europe,Earrings,3,155,51.66666667,1.491088675,7,Facebook,177.5,-22.5,1.55,-0.126760563,421,2.333333333,Engaged,31,15.5,77.5,50,46.5,30,31,20,465,17/07/2022,21/06/2022,,TRUE,100.2427287,77.5,155,13/01/2022,,6.166666667,100.2427287,3,0.6
577,33,Male,Middle East,Earrings,5,459,91.8,6.395150257,24,Instagram,329.5,129.5,4.59,0.393019727,131,1.666666667,Standard,91.8,45.9,229.5,50,137.7,30,91.8,20,1377,10/05/2023,16/06/2022,05/12/2023,FALSE,123.148636,229.5,459,06/01/2022,05/12/2023,16.3,123.148636,5,0.6
578,22,Other,Europe,Bracelet,3,209,69.66666667,9.121629485,12,Facebook,204.5,4.5,2.09,0.02200489,321,2,Engaged,41.8,20.9,104.5,50,62.7,30,41.8,20,627,04/05/2022,29/08/2022,,TRUE,145.8118009,104.5,209,11/12/2020,,16.96666667,145.8118009,3,0.6
579,52,Male,North America,Ring,3,291,97,4.448938294,16,Instagram,245.5,45.5,2.91,0.185336049,321,2,Engaged,58.2,29.1,145.5,50,87.3,30,58.2,20,873,22/07/2023,19/07/2022,,TRUE,72.04460042,145.5,291,23/02/2021,,29.3,72.04460042,3,0.6
580,29,Male,Europe,Ring,3,1003,334.3333333,2.946994999,23,LinkedIn,601.5,401.5,10.03,0.667497922,123,2,Engaged,200.6,100.3,501.5,50,300.9,30,200.6,20,3009,06/08/2023,16/07/2022,,TRUE,138.6181772,501.5,1003,23/05/2021,,26.83333333,138.6181772,3,0.6
581,42,Other,Middle East,Earrings,7,1216,173.7142857,4.983196113,8,Instagram,708,508,12.16,0.717514124,443,3.666666667,Engaged,243.2,121.6,608,50,364.8,30,243.2,20,3648,26/10/2023,20/04/2022,,TRUE,143.4304114,608,1216,06/08/2020,,39.2,143.4304114,7,0.6
582,38,Female,North America,Earrings,7,961,137.2857143,1.435264399,9,Instagram,580.5,380.5,9.61,0.655469423,443,3.666666667,Engaged,192.2,96.1,480.5,50,288.3,30,192.2,20,2883,07/09/2022,23/07/2022,,TRUE,141.6420545,480.5,961,03/08/2021,,13.33333333,141.6420545,7,0.6
583,53,Male,Asia,Ring,7,667,95.28571429,8.38438826,15,Facebook,433.5,233.5,6.67,0.538638985,342,3,Engaged,133.4,66.7,333.5,50,200.1,30,133.4,20,2001,31/08/2022,15/06/2022,,TRUE,113.5414357,333.5,667,09/03/2022,,5.833333333,113.5414357,7,0.6
584,40,Male,Europe,Necklace,8,1183,147.875,8.437067299,5,Instagram,691.5,491.5,11.83,0.71077368,543,4,Premium,236.6,118.3,591.5,50,354.9,30,236.6,20,3549,30/10/2023,10/08/2022,,TRUE,112.9820654,591.5,1183,20/09/2020,,37.83333333,112.9820654,8,0.6
585,33,Male,North America,Ring,5,749,149.8,6.292004171,13,Facebook,474.5,274.5,7.49,0.578503688,332,2.666666667,Engaged,149.8,74.9,374.5,50,224.7,30,149.8,20,2247,18/05/2022,08/05/2022,,TRUE,90.32106332,374.5,749,16/01/2021,,16.23333333,90.32106332,5,0.6
586,56,Other,Europe,Ring,5,138,27.6,4.177926,5,LinkedIn,169,-31,1.38,-0.183431953,531,3,Engaged,27.6,13.8,69,50,41.4,30,27.6,20,414,27/07/2022,24/08/2022,,TRUE,125.2397882,69,138,13/02/2021,,17.63333333,125.2397882,5,0.6
587,62,Female,North America,Earrings,4,1663,415.75,8.19805028,11,Facebook,931.5,731.5,16.63,0.785292539,425,3.666666667,Engaged,332.6,166.3,831.5,50,498.9,30,332.6,20,4989,02/03/2024,09/09/2022,,TRUE,103.1294018,831.5,1663,02/12/2020,,39.53333333,103.1294018,4,0.6
588,59,Other,North America,Earrings,7,1172,167.4285714,5.992183223,10,Facebook,686,486,11.72,0.70845481,443,3.666666667,Engaged,234.4,117.2,586,50,351.6,30,234.4,20,3516,21/05/2022,24/06/2022,,TRUE,117.7438071,586,1172,12/12/2021,,5.333333333,117.7438071,7,0.6
589,56,Other,Europe,Necklace,4,1543,385.75,8.433390777,20,Instagram,871.5,671.5,15.43,0.770510614,224,2.666666667,Engaged,308.6,154.3,771.5,50,462.9,30,308.6,20,4629,12/10/2022,26/09/2022,,TRUE,92.84579038,771.5,1543,27/04/2021,,17.76666667,92.84579038,4,0.6
590,31,Female,Asia,Necklace,2,736,368,6.683129133,13,LinkedIn,468,268,7.36,0.572649573,312,2,Engaged,147.2,73.6,368,50,220.8,30,147.2,20,2208,12/05/2023,18/04/2022,,TRUE,123.1496464,368,736,18/01/2021,,28.13333333,123.1496464,2,0.6
591,48,Other,North America,Bracelet,4,1136,284,8.059649259,9,Facebook,668,468,11.36,0.700598802,423,3,Engaged,227.2,113.6,568,50,340.8,30,227.2,20,3408,18/11/2022,19/05/2022,23/10/2022,FALSE,132.4471518,568,1136,23/05/2020,23/10/2022,30.3,132.4471518,4,0.6
592,22,Female,North America,Ring,8,135,16.875,6.387066939,21,Instagram,167.5,-32.5,1.35,-0.194029851,141,2,Engaged,27,13.5,67.5,50,40.5,30,27,20,405,03/01/2024,04/05/2022,,TRUE,64.64362566,67.5,135,14/07/2021,,30.1,64.64362566,8,0.6
593,52,Male,North America,Earrings,9,200,22.22222222,4.727269614,14,Instagram,200,0,2,0,351,3,Engaged,40,20,100,50,60,30,40,20,600,20/08/2022,14/04/2022,20/07/2023,FALSE,133.2929716,100,200,12/07/2020,20/07/2023,25.63333333,133.2929716,9,0.6
594,40,Female,Asia,Necklace,3,1917,639,9.621512739,18,Facebook,1058.5,858.5,19.17,0.811053377,225,3,Engaged,383.4,191.7,958.5,50,575.1,30,383.4,20,5751,19/09/2022,26/08/2022,,TRUE,104.0296532,958.5,1917,20/08/2021,,13.16666667,104.0296532,3,0.6
